Toss Fair Biased
2028 0.486193 0.674063
2029 0.486447 0.674224
2030 0.486700 0.674384
2031 0.486952 0.674545
2032 0.487205 0.674705
2033 0.487457 0.674373
2034 0.487709 0.674533
2035 0.487961 0.674201
2036 0.487721 0.674361
2037 0.487973 0.674521
2038 0.488224 0.674190
2039 0.487984 0.673860
2040 0.487745 0.674020
2041 0.487996 0.674179
2042 0.487757 0.674339
2043 0.487518 0.674498
2044 0.487280 0.674168
2045 0.487042 0.673839
2046 0.487292 0.673998
2047 0.487543 0.674157
2048 0.487793 0.674316
2049 0.487555 0.673987
2050 0.487805 0.674146
2051 0.487567 0.673818
2052 0.487329 0.673977
2053 0.487579 0.674135
2054 0.487829 0.673807
2055 0.487591 0.673479
2056 0.487354 0.673152
2057 0.487117 0.673311
2058 0.487366 0.673469
2059 0.487615 0.673628
2060 0.487864 0.673301
2061 0.487627 0.672974
2062 0.487876 0.672648
2063 0.488124 0.672807
2064 0.488372 0.672965
2065 0.488136 0.673123
2066 0.488383 0.672798
2067 0.488147 0.672956
2068 0.487911 0.673114
2069 0.488159 0.672789
2070 0.488406 0.672464
2071 0.488653 0.672622
2072 0.488900 0.672780
2073 0.489146 0.672938
2074 0.489392 0.673095
2075 0.489639 0.673253
2076 0.489403 0.672929
2077 0.489649 0.673086
2078 0.489894 0.672762
2079 0.489658 0.672920
2080 0.489423 0.673077
2081 0.489188 0.673234
2082 0.488953 0.673391
2083 0.488718 0.673548
2084 0.488964 0.673704
2085 0.489209 0.673861
2086 0.489453 0.674017
2087 0.489698 0.674173
2088 0.489464 0.674330
2089 0.489708 0.674007
2090 0.489474 0.673684
2091 0.489240 0.673840
2092 0.489484 0.673996
2093 0.489250 0.673674
2094 0.489016 0.673830
2095 0.488783 0.673508
2096 0.488550 0.673187
2097 0.488317 0.673343
2098 0.488561 0.673499
2099 0.488804 0.673654
2100 0.489048 0.673333
2101 0.489291 0.673013
2102 0.489058 0.672693
2103 0.488825 0.672848
2104 0.488593 0.673004
2105 0.488836 0.673159
2106 0.488604 0.673314
2107 0.488372 0.673469
2108 0.488140 0.673150
2109 0.487909 0.672831
2110 0.487678 0.672986
2111 0.487920 0.672667
2112 0.488163 0.672822
2113 0.488405 0.672977
2114 0.488174 0.673132
2115 0.487943 0.673286
2116 0.488185 0.673440
2117 0.488427 0.673595
2118 0.488196 0.673277
2119 0.487966 0.672959
2120 0.487736 0.673113
2121 0.487506 0.672796
2122 0.487276 0.672950
2123 0.487518 0.673104
2124 0.487288 0.673258
2125 0.487059 0.673412
2126 0.487300 0.673565
2127 0.487541 0.673719
2128 0.487312 0.673872
2129 0.487553 0.674025
2130 0.487793 0.673709
2131 0.488034 0.673393
2132 0.488274 0.673077
2133 0.488514 0.672761
2134 0.488754 0.672915
2135 0.488993 0.673068
2136 0.489232 0.673221
2137 0.489003 0.673374
2138 0.488775 0.673059
2139 0.489014 0.673212
2140 0.489252 0.673364
2141 0.489024 0.673517
2142 0.488796 0.673669
2143 0.489034 0.673822
2144 0.488806 0.673974
2145 0.489044 0.673660
2146 0.488816 0.673812
2147 0.488589 0.673498
2148 0.488827 0.673650
2149 0.489065 0.673802
2150 0.488837 0.673488
2151 0.489075 0.673640
2152 0.488848 0.673792
2153 0.489085 0.673943
2154 0.489322 0.674095
2155 0.489095 0.673782
2156 0.489332 0.673469
2157 0.489105 0.673621
2158 0.489342 0.673772
2159 0.489579 0.673923
2160 0.489352 0.674074
2161 0.489125 0.673762
2162 0.489362 0.673913
2163 0.489135 0.674064
2164 0.488909 0.673752
2165 0.489145 0.673441
2166 0.488920 0.673592
2167 0.488694 0.673743
2168 0.488469 0.673432
2169 0.488243 0.673582
2170 0.488479 0.673733
2171 0.488254 0.673422
2172 0.488490 0.673112
2173 0.488265 0.673263
2174 0.488500 0.673413
2175 0.488276 0.673563
2176 0.488051 0.673713
2177 0.488287 0.673863
2178 0.488522 0.674013
2179 0.488297 0.673704
2180 0.488073 0.673394
2181 0.488308 0.673544
2182 0.488543 0.673694
2183 0.488319 0.673843
2184 0.488095 0.673993
2185 0.487872 0.674142
2186 0.487649 0.674291
2187 0.487883 0.674440
2188 0.487660 0.674132
2189 0.487437 0.674280
2190 0.487215 0.674429
2191 0.487449 0.674121
2192 0.487226 0.674270
2193 0.487004 0.674419
2194 0.487238 0.674567
2195 0.487472 0.674260
2196 0.487705 0.674408
2197 0.487938 0.674556
2198 0.488171 0.674704
2199 0.487949 0.674852
2200 0.488182 0.675000
2201 0.488414 0.675148
2202 0.488647 0.675295
2203 0.488879 0.675443
2204 0.488657 0.675136
2205 0.488435 0.674830
2206 0.488214 0.674524
2207 0.488446 0.674218
2208 0.488225 0.674366
2209 0.488456 0.674513
2210 0.488688 0.674208
2211 0.488919 0.673903
2212 0.488698 0.674051
2213 0.488929 0.674198
2214 0.489160 0.673893
2215 0.489391 0.674041
2216 0.489621 0.674188
2217 0.489400 0.674335
2218 0.489179 0.674031
2219 0.488959 0.673727
2220 0.489189 0.673874
2221 0.489419 0.673570
2222 0.489199 0.673267
2223 0.488979 0.673414
2224 0.488759 0.673561
2225 0.488539 0.673708
2226 0.488769 0.673405
2227 0.488550 0.673103
2228 0.488779 0.673250
2229 0.489009 0.673396
2230 0.489238 0.673543
2231 0.489018 0.673689
2232 0.488799 0.673387
2233 0.488580 0.673533
2234 0.488809 0.673679
2235 0.489038 0.673826
2236 0.489267 0.673971
2237 0.489048 0.673670
2238 0.488829 0.673816
2239 0.488611 0.673515
2240 0.488839 0.673661
2241 0.489067 0.673806
2242 0.488849 0.673952
2243 0.488631 0.674097
2244 0.488414 0.674242
2245 0.488196 0.674388
2246 0.488424 0.674533
2247 0.488652 0.674677
2248 0.488434 0.674377
2249 0.488662 0.674522
2250 0.488889 0.674667
2251 0.489116 0.674811
2252 0.488899 0.674956
2253 0.488682 0.675100
2254 0.488465 0.674800
2255 0.488692 0.674945
2256 0.488918 0.674645
2257 0.488702 0.674790
2258 0.488485 0.674491
2259 0.488712 0.674635
2260 0.488496 0.674779
2261 0.488722 0.674480
2262 0.488948 0.674624
2263 0.489174 0.674326
2264 0.488958 0.674470
2265 0.488742 0.674172
2266 0.488526 0.673875
2267 0.488752 0.673577
2268 0.488977 0.673721
2269 0.489202 0.673865
2270 0.489427 0.674009
2271 0.489652 0.673712
2272 0.489437 0.673415
2273 0.489221 0.673119
2274 0.489446 0.672823
2275 0.489670 0.672527
2276 0.489895 0.672232
2277 0.490119 0.671937
2278 0.489903 0.672081
2279 0.489688 0.672225
2280 0.489912 0.672368
2281 0.489698 0.672074
2282 0.489483 0.672217
2283 0.489707 0.672361
2284 0.489930 0.672067
2285 0.490153 0.672210
2286 0.490376 0.671916
2287 0.490162 0.672059
2288 0.489948 0.672203
2289 0.489734 0.672346
2290 0.489520 0.672489
2291 0.489306 0.672632
2292 0.489092 0.672775
2293 0.488879 0.672918
2294 0.489102 0.673060
2295 0.488889 0.673203
2296 0.489111 0.673345
2297 0.489334 0.673487
2298 0.489121 0.673629
2299 0.489343 0.673771
2300 0.489130 0.673913
2301 0.489352 0.674055
2302 0.489140 0.674196
2303 0.488927 0.674338
2304 0.488715 0.674045
2305 0.488937 0.673753
2306 0.489159 0.673894
2307 0.488947 0.673602
2308 0.488735 0.673310
2309 0.488523 0.673019
2310 0.488312 0.673160
2311 0.488533 0.673302
2312 0.488322 0.673443
2313 0.488543 0.673584
2314 0.488764 0.673725
2315 0.488553 0.673866
2316 0.488342 0.673575
2317 0.488131 0.673716
2318 0.488352 0.673857
2319 0.488573 0.673566
2320 0.488793 0.673707
2321 0.489013 0.673847
2322 0.488803 0.673557
2323 0.489023 0.673698
2324 0.488812 0.673838
2325 0.488602 0.673548
2326 0.488822 0.673689
2327 0.488612 0.673829
2328 0.488402 0.673969
2329 0.488622 0.674109
2330 0.488841 0.673820
2331 0.489060 0.673960
2332 0.489280 0.674099
2333 0.489498 0.674239
2334 0.489717 0.674379
2335 0.489936 0.674518
2336 0.489726 0.674229
2337 0.489944 0.674369
2338 0.489735 0.674080
2339 0.489525 0.674220
2340 0.489316 0.674359
2341 0.489534 0.674498
2342 0.489325 0.674637
2343 0.489543 0.674776
2344 0.489334 0.674488
2345 0.489126 0.674627
2346 0.488917 0.674766
2347 0.488709 0.674904
2348 0.488501 0.675043
2349 0.488293 0.675181
2350 0.488085 0.675319
2351 0.488303 0.675457
2352 0.488095 0.675595
2353 0.488313 0.675308
2354 0.488105 0.675021
2355 0.487898 0.675159
2356 0.487691 0.675297
2357 0.487908 0.675435
2358 0.487701 0.675148
2359 0.487495 0.675286
2360 0.487712 0.675424
2361 0.487929 0.675561
2362 0.488146 0.675699
2363 0.487939 0.675836
2364 0.487733 0.675550
2365 0.487949 0.675687
2366 0.487743 0.675824
2367 0.487537 0.675961
2368 0.487331 0.676098
2369 0.487125 0.675813
2370 0.486920 0.675949
2371 0.486714 0.675664
2372 0.486509 0.675379
2373 0.486726 0.675516
2374 0.486942 0.675232
2375 0.486737 0.674947
2376 0.486953 0.675084
2377 0.487169 0.675221
2378 0.486964 0.674937
2379 0.486759 0.675074
2380 0.486975 0.675210
2381 0.486770 0.675346
2382 0.486986 0.675483
2383 0.487201 0.675199
2384 0.487416 0.675336
2385 0.487631 0.675472
2386 0.487427 0.675608
2387 0.487222 0.675325
2388 0.487437 0.675461
2389 0.487233 0.675596
2390 0.487448 0.675732
2391 0.487244 0.675868
2392 0.487040 0.676003
2393 0.486837 0.676139
2394 0.487051 0.675856
2395 0.486848 0.675574
2396 0.487062 0.675710
2397 0.487276 0.675428
2398 0.487490 0.675563
2399 0.487286 0.675281
2400 0.487083 0.675417
2401 0.486880 0.675552
2402 0.486678 0.675687
2403 0.486475 0.675406
2404 0.486273 0.675541
2405 0.486486 0.675676
2406 0.486700 0.675810
2407 0.486498 0.675945
2408 0.486296 0.676080
2409 0.486094 0.675799
2410 0.485892 0.675934
2411 0.486105 0.676068
2412 0.485904 0.675788
2413 0.485702 0.675508
2414 0.485501 0.675228
2415 0.485714 0.675362
2416 0.485513 0.675497
2417 0.485312 0.675217
2418 0.485112 0.675352
2419 0.485325 0.675486
2420 0.485124 0.675620
2421 0.484924 0.675754
2422 0.485136 0.675888
2423 0.485349 0.675609
2424 0.485561 0.675330
2425 0.485361 0.675052
2426 0.485161 0.675185
2427 0.484961 0.675319
2428 0.485173 0.675453
2429 0.485385 0.675587
2430 0.485185 0.675720
2431 0.485397 0.675854
2432 0.485609 0.675987
2433 0.485820 0.675709
2434 0.486031 0.675842
2435 0.485832 0.675565
2436 0.486043 0.675698
2437 0.486254 0.675421
2438 0.486054 0.675554
2439 0.485855 0.675277
2440 0.485656 0.675410
2441 0.485866 0.675543
2442 0.486077 0.675676
2443 0.486287 0.675399
2444 0.486088 0.675532
2445 0.485890 0.675665
2446 0.485691 0.675797
2447 0.485901 0.675930
2448 0.486111 0.676062
2449 0.485913 0.676194
2450 0.485714 0.675918
2451 0.485516 0.676051
2452 0.485318 0.676183
2453 0.485528 0.676315
2454 0.485738 0.676039
2455 0.485947 0.675764
2456 0.485749 0.675896
2457 0.485958 0.676028
2458 0.486168 0.676159
2459 0.486377 0.676291
2460 0.486585 0.676423
2461 0.486794 0.676148
2462 0.487002 0.675873
2463 0.486805 0.676005
2464 0.487013 0.676136
2465 0.486815 0.676268
2466 0.487024 0.676399
2467 0.487231 0.676125
2468 0.487439 0.675851
2469 0.487647 0.675982
2470 0.487854 0.676113
2471 0.487657 0.676244
2472 0.487864 0.676375
2473 0.488071 0.676102
2474 0.488278 0.676233
2475 0.488485 0.676364
2476 0.488691 0.676494
2477 0.488898 0.676221
2478 0.488701 0.676352
2479 0.488503 0.676482
2480 0.488710 0.676613
2481 0.488916 0.676743
2482 0.488719 0.676471
2483 0.488925 0.676601
2484 0.488728 0.676731
2485 0.488531 0.676861
2486 0.488335 0.676589
2487 0.488138 0.676719
2488 0.488344 0.676447
2489 0.488148 0.676577
2490 0.487952 0.676707
2491 0.488157 0.676435
2492 0.488363 0.676565
2493 0.488568 0.676695
2494 0.488773 0.676824
2495 0.488978 0.676954
2496 0.489183 0.677083
2497 0.488987 0.677213
2498 0.488791 0.677342
2499 0.488595 0.677471
2500 0.488400 0.677600
2501 0.488205 0.677329
2502 0.488010 0.677458
2503 0.487815 0.677587
2504 0.488019 0.677716
2505 0.487824 0.677844
2506 0.487630 0.677973
2507 0.487834 0.678101
2508 0.488038 0.677831
2509 0.487844 0.677561
2510 0.488048 0.677689
2511 0.488252 0.677419
2512 0.488057 0.677548
2513 0.487863 0.677676
2514 0.488067 0.677804
2515 0.487873 0.677535
2516 0.488076 0.677266
2517 0.487882 0.677394
2518 0.488086 0.677125
2519 0.488289 0.677253
2520 0.488492 0.677381
2521 0.488298 0.677112
2522 0.488501 0.677240
2523 0.488308 0.676972
2524 0.488510 0.677100
2525 0.488317 0.676832
2526 0.488124 0.676960
2527 0.487930 0.676692
2528 0.487737 0.676820
2529 0.487940 0.676947
2530 0.488142 0.677075
2531 0.488345 0.677203
2532 0.488547 0.677330
2533 0.488354 0.677458
2534 0.488556 0.677190
2535 0.488363 0.677318
2536 0.488565 0.677050
2537 0.488766 0.677178
2538 0.488574 0.677305
2539 0.488775 0.677432
2540 0.488583 0.677559
2541 0.488390 0.677686
2542 0.488198 0.677419
2543 0.488006 0.677546
2544 0.487814 0.677673
2545 0.488016 0.677407
2546 0.488217 0.677141
2547 0.488418 0.676875
2548 0.488226 0.677002
2549 0.488035 0.677128
2550 0.487843 0.677255
2551 0.488044 0.676989
2552 0.487853 0.677116
2553 0.488053 0.677242
2554 0.488254 0.676977
2555 0.488454 0.677104
2556 0.488263 0.677230
2557 0.488072 0.676965
2558 0.487881 0.677091
2559 0.487691 0.676827
2560 0.487500 0.676953
2561 0.487700 0.676689
2562 0.487900 0.676815
2563 0.487710 0.676551
2564 0.487910 0.676677
2565 0.487719 0.676413
2566 0.487529 0.676539
2567 0.487339 0.676665
2568 0.487150 0.676402
2569 0.486960 0.676528
2570 0.486770 0.676654
2571 0.486581 0.676779
2572 0.486781 0.676516
2573 0.486592 0.676642
2574 0.486402 0.676379
2575 0.486602 0.676117
2576 0.486413 0.676242
2577 0.486612 0.676368
2578 0.486811 0.676493
2579 0.486623 0.676231
2580 0.486822 0.676357
2581 0.487021 0.676482
2582 0.486832 0.676220
2583 0.486643 0.676345
2584 0.486842 0.676471
2585 0.487041 0.676209
2586 0.486852 0.676334
2587 0.487051 0.676459
2588 0.487249 0.676584
2589 0.487061 0.676709
2590 0.486873 0.676834
2591 0.486685 0.676959
2592 0.486883 0.677083
2593 0.487081 0.676822
2594 0.486893 0.676947
2595 0.486705 0.676686
2596 0.486518 0.676810
2597 0.486715 0.676935
2598 0.486913 0.676674
2599 0.486726 0.676414
2600 0.486538 0.676538
2601 0.486736 0.676663
2602 0.486933 0.676403
2603 0.487130 0.676527
2604 0.487327 0.676651
2605 0.487524 0.676392
2606 0.487337 0.676132
2607 0.487534 0.676256
2608 0.487730 0.676380
2609 0.487926 0.676504
2610 0.488123 0.676245
2611 0.488319 0.676369
2612 0.488132 0.676493
2613 0.487945 0.676617
2614 0.488141 0.676358
2615 0.487954 0.676482
2616 0.487768 0.676606
2617 0.487963 0.676729
2618 0.488159 0.676853
2619 0.487973 0.676594
2620 0.487786 0.676718
2621 0.487982 0.676459
2622 0.488177 0.676583
2623 0.488372 0.676325
2624 0.488567 0.676448
2625 0.488381 0.676571
2626 0.488195 0.676695
2627 0.488009 0.676818
2628 0.488204 0.676560
2629 0.488399 0.676683
2630 0.488213 0.676806
2631 0.488407 0.676929
2632 0.488602 0.677052
2633 0.488416 0.677174
2634 0.488610 0.677297
2635 0.488805 0.677419
2636 0.488619 0.677542
2637 0.488434 0.677285
2638 0.488249 0.677407
2639 0.488443 0.677529
2640 0.488636 0.677652
2641 0.488451 0.677774
2642 0.488645 0.677517
2643 0.488838 0.677639
2644 0.488654 0.677383
2645 0.488847 0.677505
2646 0.489040 0.677627
2647 0.488855 0.677371
2648 0.489048 0.677115
2649 0.488864 0.677237
2650 0.489057 0.677358
2651 0.488872 0.677480
2652 0.489065 0.677225
2653 0.489257 0.677346
2654 0.489450 0.677468
2655 0.489642 0.677589
2656 0.489834 0.677334
2657 0.489650 0.677456
2658 0.489466 0.677577
2659 0.489282 0.677322
2660 0.489098 0.677444
2661 0.488914 0.677189
2662 0.488730 0.677310
2663 0.488922 0.677431
2664 0.488739 0.677553
2665 0.488931 0.677674
2666 0.488747 0.677419
2667 0.488564 0.677165
2668 0.488756 0.676912
2669 0.488947 0.677033
2670 0.488764 0.676779
2671 0.488955 0.676900
2672 0.488772 0.677021
2673 0.488964 0.676768
2674 0.489155 0.676889
2675 0.488972 0.677009
2676 0.488789 0.677130
2677 0.488980 0.677251
2678 0.489171 0.677371
2679 0.489362 0.677492
2680 0.489552 0.677612
2681 0.489370 0.677732
2682 0.489187 0.677852
2683 0.489378 0.677972
2684 0.489568 0.678092
2685 0.489385 0.677840
2686 0.489576 0.677960
2687 0.489393 0.678080
2688 0.489211 0.677827
2689 0.489029 0.677575
2690 0.489219 0.677695
2691 0.489038 0.677443
2692 0.489227 0.677192
2693 0.489417 0.677312
2694 0.489607 0.677060
2695 0.489796 0.677180
2696 0.489614 0.677300
2697 0.489433 0.677049
2698 0.489622 0.677168
2699 0.489441 0.676917
2700 0.489630 0.677037
2701 0.489819 0.677157
2702 0.490007 0.677276
2703 0.490196 0.677395
2704 0.490385 0.677515
2705 0.490573 0.677634
2706 0.490761 0.677753
2707 0.490949 0.677503
2708 0.490768 0.677622
2709 0.490587 0.677372
2710 0.490406 0.677491
2711 0.490594 0.677610
2712 0.490782 0.677729
2713 0.490969 0.677847
2714 0.490789 0.677598
2715 0.490608 0.677716
2716 0.490795 0.677835
2717 0.490615 0.677954
2718 0.490434 0.678072
2719 0.490254 0.678191
2720 0.490441 0.677941
2721 0.490261 0.678060
2722 0.490448 0.678178
2723 0.490635 0.678296
2724 0.490455 0.678414
2725 0.490642 0.678165
2726 0.490462 0.677916
2727 0.490282 0.677668
2728 0.490469 0.677786
2729 0.490289 0.677904
2730 0.490476 0.678022
2731 0.490663 0.678140
2732 0.490483 0.678258
2733 0.490304 0.678375
2734 0.490124 0.678493
2735 0.489945 0.678611
2736 0.490132 0.678363
2737 0.490318 0.678480
2738 0.490504 0.678598
2739 0.490325 0.678715
2740 0.490146 0.678832
2741 0.490332 0.678949
2742 0.490153 0.679066
2743 0.490339 0.679183
2744 0.490160 0.678936
2745 0.489982 0.679053
2746 0.489803 0.678806
2747 0.489625 0.678922
2748 0.489811 0.679039
2749 0.489633 0.678792
2750 0.489455 0.678545
2751 0.489277 0.678299
2752 0.489099 0.678416
2753 0.488921 0.678533
2754 0.488744 0.678649
2755 0.488566 0.678766
2756 0.488752 0.678520
2757 0.488575 0.678273
2758 0.488397 0.678390
2759 0.488220 0.678144
2760 0.488406 0.678261
2761 0.488591 0.678015
2762 0.488414 0.677770
2763 0.488237 0.677524
2764 0.488061 0.677641
2765 0.487884 0.677758
2766 0.488069 0.677874
2767 0.487893 0.677991
2768 0.487717 0.678107
2769 0.487902 0.678223
2770 0.487726 0.678339
2771 0.487911 0.678095
2772 0.488095 0.677850
2773 0.487919 0.677605
2774 0.488104 0.677361
2775 0.488288 0.677477
2776 0.488112 0.677594
2777 0.487937 0.677710
2778 0.488121 0.677826
2779 0.487945 0.677942
2780 0.488129 0.678058
2781 0.488314 0.677814
2782 0.488497 0.677930
2783 0.488681 0.677686
2784 0.488865 0.677802
2785 0.489048 0.677917
2786 0.489232 0.678033
2787 0.489415 0.678149
2788 0.489240 0.677905
2789 0.489064 0.678021
2790 0.489247 0.677778
2791 0.489430 0.677893
2792 0.489613 0.677650
2793 0.489796 0.677766
2794 0.489979 0.677881
2795 0.489803 0.677996
2796 0.489986 0.677754
2797 0.489811 0.677512
2798 0.489635 0.677627
2799 0.489461 0.677385
2800 0.489643 0.677500
2801 0.489825 0.677615
2802 0.489650 0.677730
2803 0.489476 0.677845
2804 0.489658 0.677960
2805 0.489840 0.678075
2806 0.489665 0.677833
2807 0.489847 0.677948
2808 0.490028 0.677707
2809 0.490210 0.677821
2810 0.490391 0.677580
2811 0.490217 0.677695
2812 0.490043 0.677809
2813 0.489868 0.677924
2814 0.490050 0.678038
2815 0.490231 0.678153
2816 0.490412 0.678267
2817 0.490238 0.678381
2818 0.490419 0.678141
2819 0.490245 0.678255
2820 0.490071 0.678014
2821 0.489897 0.678128
2822 0.490078 0.677888
2823 0.489904 0.678002
2824 0.489731 0.678116
2825 0.489912 0.678230
2826 0.489738 0.678344
2827 0.489919 0.678458
2828 0.489745 0.678218
2829 0.489926 0.677978
2830 0.489753 0.678092
2831 0.489933 0.678206
2832 0.489760 0.678319
2833 0.489587 0.678433
2834 0.489414 0.678546
2835 0.489594 0.678660
2836 0.489774 0.678773
2837 0.489954 0.678886
2838 0.489782 0.678999
2839 0.489609 0.679112
2840 0.489789 0.679225
2841 0.489968 0.679338
2842 0.489796 0.679451
2843 0.489624 0.679564
2844 0.489803 0.679677
2845 0.489982 0.679438
2846 0.490162 0.679550
2847 0.490341 0.679312
2848 0.490169 0.679424
2849 0.490347 0.679537
2850 0.490175 0.679649
2851 0.490004 0.679761
2852 0.490182 0.679874
2853 0.490011 0.679635
2854 0.490189 0.679748
2855 0.490368 0.679860
2856 0.490196 0.679622
2857 0.490025 0.679384
2858 0.490203 0.679496
2859 0.490381 0.679608
2860 0.490210 0.679720
2861 0.490388 0.679832
2862 0.490217 0.679944
2863 0.490395 0.680056
2864 0.490573 0.680168
2865 0.490401 0.680279
2866 0.490230 0.680391
2867 0.490059 0.680502
2868 0.489888 0.680614
2869 0.490066 0.680376
2870 0.490244 0.680488
2871 0.490421 0.680251
2872 0.490599 0.680362
2873 0.490776 0.680473
2874 0.490605 0.680585
2875 0.490783 0.680348
2876 0.490612 0.680459
2877 0.490441 0.680570
2878 0.490271 0.680681
2879 0.490101 0.680792
2880 0.490278 0.680903
2881 0.490108 0.680666
2882 0.489938 0.680777
2883 0.489768 0.680888
2884 0.489945 0.680652
2885 0.490121 0.680763
2886 0.490298 0.680527
2887 0.490128 0.680637
2888 0.490305 0.680748
2889 0.490135 0.680858
2890 0.490311 0.680623
2891 0.490488 0.680733
2892 0.490318 0.680844
2893 0.490149 0.680954
2894 0.489979 0.681064
2895 0.489810 0.680829
2896 0.489986 0.680939
2897 0.489817 0.681049
2898 0.489648 0.681159
2899 0.489479 0.681269
2900 0.489310 0.681379
2901 0.489142 0.681489
2902 0.489318 0.681599
2903 0.489149 0.681364
2904 0.488981 0.681474
2905 0.488812 0.681583
2906 0.488644 0.681349
2907 0.488820 0.681459
2908 0.488996 0.681568
2909 0.488828 0.681678
2910 0.488660 0.681443
2911 0.488835 0.681553
2912 0.489011 0.681319
2913 0.489186 0.681085
2914 0.489019 0.681194
2915 0.489194 0.681304
2916 0.489369 0.681413
2917 0.489201 0.681179
2918 0.489376 0.681289
2919 0.489551 0.681055
2920 0.489384 0.680822
2921 0.489216 0.680931
2922 0.489391 0.680698
2923 0.489223 0.680807
2924 0.489056 0.680917
2925 0.489231 0.681026
2926 0.489064 0.680793
2927 0.489238 0.680902
2928 0.489413 0.680669
2929 0.489587 0.680778
2930 0.489420 0.680546
2931 0.489594 0.680314
2932 0.489768 0.680423
2933 0.489601 0.680532
2934 0.489775 0.680641
2935 0.489949 0.680750
2936 0.489782 0.680518
2937 0.489615 0.680626
2938 0.489789 0.680735
2939 0.489963 0.680844
2940 0.490136 0.680612
2941 0.490309 0.680721
2942 0.490143 0.680829
2943 0.490316 0.680938
2944 0.490149 0.680707
2945 0.489983 0.680475
2946 0.490156 0.680584
2947 0.489990 0.680692
2948 0.489824 0.680801
2949 0.489658 0.680909
2950 0.489831 0.681017
2951 0.489665 0.681125
2952 0.489499 0.681233
2953 0.489672 0.681341
2954 0.489506 0.681449
2955 0.489340 0.681218
2956 0.489175 0.681326
2957 0.489347 0.681434
2958 0.489520 0.681542
2959 0.489692 0.681311
2960 0.489865 0.681419
2961 0.490037 0.681189
2962 0.489872 0.681296
2963 0.489706 0.681404
2964 0.489541 0.681511
2965 0.489713 0.681282
2966 0.489548 0.681389
2967 0.489720 0.681496
2968 0.489555 0.681604
2969 0.489727 0.681711
2970 0.489562 0.681481
2971 0.489398 0.681589
2972 0.489569 0.681696
2973 0.489405 0.681803
2974 0.489240 0.681910
2975 0.489412 0.681681
2976 0.489247 0.681452
2977 0.489419 0.681223
2978 0.489590 0.681330
2979 0.489426 0.681437
2980 0.489262 0.681208
2981 0.489098 0.680980
2982 0.489269 0.680751
2983 0.489440 0.680523
2984 0.489611 0.680630
2985 0.489782 0.680737
2986 0.489618 0.680844
2987 0.489454 0.680951
2988 0.489625 0.681058
2989 0.489461 0.681164
2990 0.489632 0.681271
2991 0.489468 0.681043
2992 0.489639 0.681150
2993 0.489475 0.681256
2994 0.489312 0.681363
2995 0.489149 0.681469
2996 0.488985 0.681242
2997 0.489156 0.681014
2998 0.488993 0.681121
2999 0.489163 0.681227
3000 0.489333 0.681333
3001 0.489170 0.681440
3002 0.489340 0.681546
3003 0.489177 0.681652
3004 0.489015 0.681425
3005 0.489185 0.681531
3006 0.489022 0.681637
3007 0.489192 0.681410
3008 0.489029 0.681516
3009 0.489199 0.681622
3010 0.489037 0.681728
3011 0.488874 0.681833
3012 0.488712 0.681607
3013 0.488882 0.681713
3014 0.489051 0.681818
3015 0.489221 0.681924
3016 0.489390 0.682029
3017 0.489228 0.681803
3018 0.489397 0.681909
3019 0.489235 0.682014
3020 0.489404 0.681788
3021 0.489242 0.681893
3022 0.489411 0.681999
3023 0.489249 0.681773
3024 0.489418 0.681548
3025 0.489587 0.681653
3026 0.489755 0.681428
3027 0.489924 0.681533
3028 0.490092 0.681638
3029 0.490261 0.681743
3030 0.490099 0.681848
3031 0.489937 0.681953
3032 0.490106 0.682058
3033 0.489944 0.681833
3034 0.489782 0.681938
3035 0.489951 0.682043
3036 0.490119 0.682148
3037 0.489957 0.682252
3038 0.489796 0.682357
3039 0.489635 0.682461
3040 0.489474 0.682566
3041 0.489313 0.682670
3042 0.489481 0.682774
3043 0.489320 0.682879
3044 0.489159 0.682654
3045 0.488998 0.682759
3046 0.488838 0.682534
3047 0.488677 0.682639
3048 0.488845 0.682415
3049 0.488685 0.682519
3050 0.488852 0.682623
3051 0.488692 0.682727
3052 0.488860 0.682831
3053 0.488700 0.682935
3054 0.488540 0.683039
3055 0.488380 0.682815
3056 0.488547 0.682592
3057 0.488387 0.682368
3058 0.488555 0.682472
3059 0.488722 0.682576
3060 0.488889 0.682680
3061 0.488729 0.682783
3062 0.488570 0.682887
3063 0.488737 0.682664
3064 0.488577 0.682768
3065 0.488744 0.682871
3066 0.488584 0.682975
3067 0.488425 0.683078
3068 0.488592 0.683181
3069 0.488759 0.682959
3070 0.488599 0.682736
3071 0.488440 0.682514
3072 0.488281 0.682617
3073 0.488122 0.682395
3074 0.488289 0.682173
3075 0.488130 0.682276
3076 0.487971 0.682380
3077 0.488138 0.682158
3078 0.487979 0.682261
3079 0.488146 0.682364
3080 0.487987 0.682143
3081 0.487829 0.682246
3082 0.487995 0.682349
3083 0.487837 0.682452
3084 0.488003 0.682555
3085 0.488169 0.682658
3086 0.488010 0.682761
3087 0.488176 0.682540
3088 0.488342 0.682642
3089 0.488508 0.682745
3090 0.488673 0.682524
3091 0.488515 0.682627
3092 0.488680 0.682406
3093 0.488522 0.682509
3094 0.488365 0.682612
3095 0.488530 0.682714
3096 0.488372 0.682817
3097 0.488537 0.682919
3098 0.488702 0.682699
3099 0.488545 0.682801
3100 0.488710 0.682903
3101 0.488552 0.682683
3102 0.488395 0.682785
3103 0.488237 0.682888
